id,customer,sale_date,days_in_inventory,count,price
446445402510,Golden Curvaceousness,2022-06-19,31,70,340.23
771264569609,Agnostic Subspecies,2022-06-07,5,53,210.03
755695429121,Salvific Mauser,2022-06-26,12,126,152.0
886427452953,Bubbling Loganberry,2022-06-25,38,112,230.98
418362445506,Steaming Soda Fountain,2022-06-07,27,88,111.94
522682222717,Air-Breathing Roofing,2022-06-01,8,83,269.19
928307929704,Passant Sayan Mountains,2022-06-01,36,6,290.77
199043037881,Toed Wordnet,2022-06-25,3,128,330.86
339714246133,Inexpedient Anglophobe,2022-06-25,15,130,460.18
194799015830,Unheaded Joystick,2022-06-06,13,100,526.07
475484173820,Whacked Cruller,2022-06-28,10,114,147.55
278653560383,Foliate Equilibrium Law,2022-06-12,20,53,349.76
100930464898,Disposable Pine-Barren Sandwort,2022-06-10,9,96,296.95
284260648113,Restrictive Red Silk Cotton,2022-06-29,26,37,106.36
220767551186,Eponymous Exposure,2022-06-18,1,20,275.64
383225601618,All-Victorious Common Iguana,2022-06-05,24,97,173.28
712902978312,Russian-Speaking Baseball Play,2022-06-15,4,44,766.16
88618191706,Nonadhesive Nostocaceae,2022-06-17,33,104,212.11
495380426075,Respected Genus Coccus,2022-06-09,1,54,343.85
106308337613,Unprofessional Military Position,2022-06-29,8,56,631.37
281422967055,Low Jointer,2022-06-25,34,81,139.19
966455362205,Grave Ball,2022-06-08,18,91,115.27
67028044355,Umber Calabria,2022-06-18,38,104,368.78
614103157386,Ex Post Facto Leak,2022-06-26,34,71,270.86
747578440497,Middle Eastern Occluded Front,2022-06-25,1,64,266.95
104681969195,Beggarly Scene,2022-06-18,20,75,164.54
723858304,Other Sine Wave,2022-06-25,9,60,150.21
15157559155,Harnessed Spot,2022-06-28,21,98,165.85
356502404542,Skew-Eyed Lacquer,2022-06-27,16,121,145.85
336660052875,Fleet Fire Watcher,2022-06-09,31,7,117.87
876292199497,Indefinable Polyporus Tenuiculus,2022-06-12,14,63,249.95
626657926297,Scraggly Mirror,2022-06-17,13,17,284.16
410441626085,Beaten Tallis,2022-06-05,31,116,269.83
76705461226,Oriented Subjectivism,2022-06-02,31,6,154.12
193083411536,Up-To-The-Minute Heliport,2022-06-07,31,100,376.38
696594326372,Amniotic Hereford,2022-06-06,14,89,455.21
548127573231,Unifacial Elastic,2022-06-13,7,93,437.07
589191387500,Three-Seeded Young,2022-06-26,12,98,167.22
104562143828,Runcinate Reactance,2022-06-03,25,6,289.36
751070038005,Unfit Pas De Quatre,2022-06-13,36,126,473.67
171423474528,Signed Stone Breaker,2022-06-01,41,112,501.29
410597763620,Instinct Woodworker,2022-06-23,41,115,134.5
195738875171,Later Carduus,2022-06-27,35,109,267.8
484865128917,Undercoated Reich,2022-06-09,5,23,241.56
930746861530,Communicational Daugavpils,2022-06-08,10,112,181.94
849886819545,Motley Shelf,2022-06-27,9,66,106.11
554813203583,Penetrative Advent Sunday,2022-06-26,33,90,248.81
893992602394,Tessellated Pluto,2022-06-24,10,59,322.57
488848963121,Unequalized Apc,2022-06-06,5,69,215.96
683030216538,Mundane Chard,2022-06-27,31,94,595.52
977266607003,Insightful Sealyham Terrier,2022-06-22,33,67,636.01
875993174466,Arch Alligator,2022-06-20,5,123,379.24
132889411858,Stearic Cruelty,2022-06-01,37,41,222.88
117215903376,Overhand Projector,2022-06-28,11,44,111.17
748823585116,Analyzable Radiochemistry,2022-06-14,16,57,404.82
649315045767,Hard Winged Pea,2022-06-01,41,51,283.65
182615619098,Exceeding Canadian Aspen,2022-06-03,27,10,301.8
111240743418,Militarized Wallflower,2022-06-07,41,98,90.93
212590892484,Bigeneric Plate,2022-06-26,24,94,276.11
170095851791,Neglected Counterpart,2022-06-17,15,13,277.44
674298549046,Supercharged Horatian Ode,2022-06-17,17,59,260.95
373318653693,Araneidal Prompter,2022-06-08,27,24,328.88
502244205095,Plainspoken Confession,2022-06-21,4,41,259.87
725542940144,Drumhead Horace,2022-06-14,28,24,329.57
912886724792,Nontelescopic Society,2022-06-22,3,13,673.16
860663639372,Ultramicroscopic Price Freeze,2022-06-05,21,65,275.61
734939362911,Returnable Moment,2022-06-02,26,21,166.96
71100972250,Safe Normothermia,2022-06-20,2,66,276.67
272036215838,Unanimated Diffusion,2022-06-01,13,116,411.46
156189564343,Seeded Birthmark,2022-06-15,24,39,162.22
540382514992,Graphic Electric Dipole,2022-06-25,26,76,230.46
872687376031,Starchless Boring,2022-06-12,29,37,683.94
44686162520,Obvious Brattleboro,2022-06-29,39,112,467.28
65963588172,Echoless Sapporo,2022-06-17,15,72,439.25
527942310356,Pedagogical Man,2022-06-02,9,48,396.85
926900889232,Thick American Federation Of Labor,2022-06-02,31,59,224.34
725461600313,Domineering Kangaroo Court,2022-06-23,40,105,395.55
831968067754,Afoot Shit,2022-06-09,33,80,377.12
652143906413,Hard Caper,2022-06-09,27,43,116.36
932432261674,Familiarizing Union Card,2022-06-14,42,18,112.32
101017059945,Noncommercial Borges,2022-06-24,41,60,569.96
720109403336,Singular Souse,2022-06-01,11,24,413.93
620740287890,Anti-American Band,2022-06-08,16,14,417.38
771269224957,Amphistylar Corset,2022-06-26,39,46,315.92
573515353778,Bodied Prevision,2022-06-07,34,74,217.31
830621799434,Liquid Sheathing,2022-06-13,19,121,359.38
706721425576,Single Kinosternon,2022-06-01,32,109,230.52
310100742051,Exciting Durance,2022-06-19,5,43,116.1
147404736618,Unfilmed Blowfly,2022-06-26,28,61,91.93
839442458177,Balmy Restoration,2022-06-25,39,5,254.28
318678261746,Hostile Reserve Officers Training Corps,2022-06-13,2,51,229.5
691250378542,Brave Marmite,2022-06-28,27,20,338.91
444212758517,Cherty Mocha,2022-06-15,5,18,267.19
414185867425,Uncorrupted Papier-Mache,2022-06-07,36,26,106.22
537224869598,Incontrovertible Flagfish,2022-06-25,6,69,422.83
