id,customer,sale_date,days_in_inventory,count,price
776737072749,Quilted Laying On,2024-07-30,30,44,247.45
516841135390,Pastel-Colored Umbra,2024-07-15,3,79,136.87
564675539612,Overstrung Grantor,2024-07-10,30,68,487.68
604248682615,Mouthlike Synonymist,2024-07-06,13,2,400.96
460769864836,Truthful Myosarcoma,2024-07-03,2,25,217.72
408159382497,Copernican Lagenophera,2024-07-09,26,34,366.03
321431361275,Homeopathic Wedgie,2024-07-29,36,33,254.93
17757438388,Corn-Fed Ninjutsu,2024-07-19,28,7,449.66
767724212456,Gyral Chronic Myelocytic Leukemia,2024-07-12,36,44,265.51
99161036569,Meteoritic Pyrophosphate,2024-07-03,33,69,633.63
461788436290,Redheaded Triangle,2024-07-21,31,104,144.28
959463826800,Tibial Weed,2024-07-03,36,46,207.58
191172198923,Cosmetic Lever Hang,2024-07-25,28,56,90.36
182406954409,Glottochronological Myocardial Infarction,2024-07-18,8,46,264.75
250823133567,Experimental Odontoid Process,2024-07-07,37,94,282.0
333904200679,Rich Poplar,2024-07-05,12,79,300.81
86097890108,White Devaluation,2024-07-03,4,105,391.31
561697915542,Jerkwater Tole,2024-07-10,9,47,254.92
101128199425,Subdued Curb Roof,2024-07-15,10,11,196.19
619690044884,Preternatural Casting,2024-07-20,35,75,249.63
890941284481,Spectrometric Triumphal Arch,2024-07-30,23,105,367.04
484114551180,Flameproof Humic Substance,2024-07-24,19,61,229.77
282278020718,Excessive Ironmongery,2024-07-25,3,96,270.41
601759688274,Smooth Coordinating Conjunction,2024-07-26,18,33,178.38
85516941300,Unsugared Compound Pistil,2024-07-20,1,90,115.11
553284761578,Post-Free Forestry,2024-07-03,10,32,226.61
952145671948,Clangorous Defaulter,2024-07-09,26,100,501.91
507348878077,Soft Shrimper,2024-07-20,6,78,314.71
709011478135,Employed Wish-Wash,2024-07-08,28,99,132.92
871455951968,Due Northamptonshire,2024-07-10,25,45,544.31
973876278477,Minus James Bay,2024-07-04,34,5,406.1
850847070251,Electrophoretic Genus Sedum,2024-07-20,17,33,339.47
825465168583,Chromatographic Katharevusa,2024-07-20,21,38,98.71
649012588891,Clinical Gilbert,2024-07-21,4,97,324.3
576688019557,Unaffected Winston-Salem,2024-07-04,7,91,261.77
812477058814,Semiabstract Source Code,2024-07-26,21,86,331.03
616492584356,Phreatic Danish,2024-07-15,28,82,614.61
153606153750,Blue-Fruited Finale,2024-07-19,42,86,198.14
457271893748,Predicative Conference Room,2024-07-17,9,39,161.24
243518822846,Blastemal Occurrence,2024-07-03,11,91,233.51
228793418066,Isothermal Endocrine System,2024-07-13,22,90,199.39
656251330243,Obtuse Melanoblast,2024-07-01,35,73,393.01
473576699695,Babylonian Jird,2024-07-04,17,94,398.28
409022784307,Person-To-Person Screen,2024-07-25,34,102,324.37
805077522400,Curly-Leaved Vardenafil,2024-07-23,8,18,212.97
584564152364,Mental Pachyrhizus,2024-07-26,40,97,161.11
