id,customer,sale_date,days_in_inventory,count,price
561034519872,Seasoned Hellebore,2024-06-17,38,116,303.68
177151045621,Uneven Tupac Katari Guerrilla Army,2024-06-15,23,8,158.48
907847325147,Armor-Clad Sacerdotalism,2024-06-25,35,10,151.31
62230366963,Peruvian Comfort Food,2024-06-11,35,69,122.62
120983144607,Indestructible Fucales,2024-06-22,5,115,386.65
451432556461,Ironic Ellipse,2024-06-26,11,38,406.74
822670576997,Unsterilized Molluscum,2024-06-11,13,1,185.4
444058831231,Authentic Musket Ball,2024-06-27,28,43,103.15
734314459803,Small-Fruited Wordbook,2024-06-10,36,44,358.91
50758744771,Prisonlike Weekly,2024-06-10,34,55,583.4
898338499286,Unmoderated Salutation,2024-06-08,27,114,192.7
668034858271,Drowsy Glaswegian,2024-06-10,25,125,618.22
200577420956,Bone-Dry Prey,2024-06-19,3,1,501.72
964326181500,Different Normothermia,2024-06-18,33,113,374.68
102444439601,Vanilla-Scented Converter,2024-06-10,36,122,594.66
675415094984,Sober Genus Clostridium,2024-06-10,12,10,388.54
667892817198,Moneran Pollux,2024-06-04,15,18,183.87
976460329818,Involved Subvention,2024-06-09,10,81,140.98
946759071757,Disyllabic Dragon,2024-06-13,16,44,89.85
647067496317,Sidearm Third Rail,2024-06-02,24,77,385.68
939145621685,Fattening Army Intelligence,2024-06-07,7,45,189.72
906644060552,Unrhetorical Posttraumatic Stress Disorder,2024-06-15,5,69,109.95
531346532279,Inflected Cant,2024-06-26,16,73,574.24
122629703829,Uninjured Serpent,2024-06-07,38,64,184.58
841619025119,Crystalline Bass Guitar,2024-06-29,22,23,112.35
996153214661,Sectarian Radiation Pyrometer,2024-06-15,11,12,285.53
403390087287,Fucked-Up Row,2024-06-17,12,33,212.97
287724945026,Fine-Textured Kinglet,2024-06-12,21,56,198.42
827536146833,Sacred Ostreidae,2024-06-01,17,37,176.13
766876696214,Behavioral Satellite Transmitter,2024-06-25,37,25,473.75
882117345806,Cell-Like Black Mangrove,2024-06-19,19,6,372.65
812121388864,First Slippage,2024-06-27,24,55,714.07
76369094431,Tenderized Bargello,2024-06-09,29,104,370.74
263350019113,Autotrophic Bush Clover,2024-06-22,2,121,306.59
242913660573,Long Brooklime,2024-06-11,14,68,145.55
