id,customer,sale_date,days_in_inventory,count,price
721493314527,Sphingine Neoplatonism,2023-09-19,22,83,100.21
720823517714,Ferromagnetic Empire,2023-09-21,2,75,426.11
669398894046,Sublunar Serin,2023-09-26,37,33,293.16
272596509835,Assessable Parsimony,2023-09-23,22,20,91.63
835079263292,Parched Chivalry,2023-09-05,14,28,135.94
526575896471,Polyhedral Intravenous Injection,2023-09-08,1,74,383.71
103227183579,Dipylon City,2023-09-17,29,38,296.97
471007059963,Cancerous Lovoa,2023-09-12,11,25,389.89
848264572398,Hopeful Scotch Pine,2023-09-02,31,72,214.74
169051090285,Junior Charcoal,2023-09-11,31,87,197.64
920681367641,Intrusive Arrival Gate,2023-09-28,9,27,155.24
82641368331,Omnifarious Eagle,2023-09-03,34,62,167.51
891917751913,Localized Forceps,2023-09-15,41,46,200.24
772414459839,Sure-Handed Genus Amoeba,2023-09-27,10,87,91.12
878250849365,Uzbekistani Audible,2023-09-09,31,37,280.18
351597278629,Frore Water Dog,2023-09-18,25,21,249.91
279382488850,Soot-Black Carbondale,2023-09-09,37,68,310.86
8519121265,Silver-Bodied Information Age,2023-09-23,21,65,262.77
621890588720,Smaller Mane,2023-09-19,33,39,387.45
520611411299,Archangelic Stock,2023-09-18,36,50,196.04
90274047250,Unpremeditated Speeding Ticket,2023-09-23,32,32,156.96
824255591632,Residential Tenge,2023-09-08,4,61,142.49
567432175480,Majuscular Dowry,2023-09-09,36,62,201.94
684306389794,Accurate Cheerfulness,2023-09-28,38,31,382.6
611594114826,Alular Circumlocution,2023-09-16,18,40,232.9
766962281168,Weather-Beaten Parasympathetic Nervous System,2023-09-06,11,81,263.8
293980683994,Pyrectic Center Punch,2023-09-26,42,71,288.66
19947060667,Incongruent Tongue,2023-09-02,28,81,134.39
681773551755,White Vice President,2023-09-03,26,42,357.98
186223306207,Cyprian Natural Science,2023-09-24,2,7,154.88
23900129991,Atypical Nootka,2023-09-08,16,32,422.28
795975867669,Freshman Meeting,2023-09-13,27,2,315.54
724938362666,Plural Chew,2023-09-04,28,23,109.55
390576196676,Imbecile Damage Control,2023-09-28,40,58,382.32
657269722658,Cancerous Mescal Button,2023-09-20,35,61,107.18
529784748196,Dead Germanism,2023-09-09,2,18,224.03
631023999643,Equivocal Occiput,2023-09-15,41,88,213.52
550413735902,Open Blueberry,2023-09-21,12,11,463.16
580110255496,Roman Erythroxylaceae,2023-09-24,30,59,209.34
490772704034,Discriminating Unintelligibility,2023-09-05,28,74,420.61
170638813411,Metaphysical Printing Operation,2023-09-17,20,27,486.01
