id,customer,sale_date,days_in_inventory,count,price
52846486534,Feminine Atrophy,2023-02-05,10,13,560.12
888660385111,Argentic Quito,2023-02-23,37,58,110.17
97775705985,Immediate Surrealism,2023-02-13,29,70,447.57
268620582394,Weepy Evening Shift,2023-02-18,1,137,527.01
95302840192,Achromatinic Iron Horse,2023-02-11,18,166,666.05
363231311598,Behavioral Clientage,2023-02-09,37,5,273.94
564219831896,Brisant Knit,2023-02-12,42,165,167.76
699871516890,Indulgent Tigris,2023-02-07,13,76,238.52
775597778454,Anthropoid Embellishment,2023-02-21,31,33,410.55
620546385328,Gynecological French Foreign Office,2023-02-15,38,76,755.85
15368303135,Grey Field Work,2023-02-14,22,121,227.72
244520026529,Apish Mastopathy,2023-02-13,33,149,527.62
886218819019,Discriminatory Wormwood Oil,2023-02-01,11,108,120.08
948150066134,Historical Countertransference,2023-02-03,38,13,627.8
500805733796,Social Kapuka,2023-02-02,7,161,483.38
541595331112,Conscienceless Generator,2023-02-15,22,8,320.99
545155776637,Stage-Struck Racetrack Tout,2023-02-09,35,13,398.95
940947745335,Biserrate Humiliation,2023-02-19,41,146,373.88
770886309942,Stuffed Churchgoer,2023-02-05,24,74,172.25
210568713010,White-Flowered Human Right,2023-02-01,21,3,370.48
378097488528,Catechismal Dicumarol,2023-02-19,8,154,771.74
551520310114,Sprawling Autotype,2023-02-20,5,17,97.27
998373413753,Miotic Maximization,2023-02-18,28,108,482.45
979497387608,Agrobiologic Stepdaughter,2023-02-01,14,91,531.72
333174153930,Buteonine Smith,2023-02-20,39,124,227.8
142050619409,Sized Skeat,2023-02-14,42,59,371.63
997521927682,Stereophonic Benignity,2023-02-09,29,123,712.43
768510878691,Tense Gros Point,2023-02-26,6,107,309.41
5935688308,Verbal Meniscus,2023-02-02,19,33,128.3
100201513529,Mercurial Smith,2023-02-08,39,74,339.93
433633640542,Fledged Transferee,2023-02-14,11,43,306.61
593793802820,Bright Vespertilio,2023-02-04,2,104,207.55
256878449141,Cagey Shegetz,2023-02-24,30,98,354.16
699052267772,Three-Legged Section,2023-02-02,22,36,411.0
612596425445,Strong-Minded Crystal Pickup,2023-02-24,30,33,560.44
354724011582,Thoriated Dibasic Acid,2023-02-08,20,94,119.64
262890039836,Bilocular Revetment,2023-02-12,8,67,199.12
422831976808,Glassy Yawn,2023-02-24,20,153,104.56
285867177144,Hypotonic Fief,2023-02-09,12,40,216.5
829424012068,Finished Canadian French,2023-02-20,20,9,239.56
500610117119,Advanced Passive Matrix Display,2023-02-22,36,57,182.03
918109334538,Puny Vasopressor,2023-02-10,30,106,181.94
504245202731,Gone Lymphocytic Choriomeningitis Virus,2023-02-11,16,154,232.07
951184122647,Emotional Curvature,2023-02-19,38,60,639.09
479607205863,Large Embryology,2023-02-13,27,14,573.69
68108440055,Average Coast Range,2023-02-08,11,153,301.62
425242191796,Apposite Agitator,2023-02-23,25,22,171.8
246015033507,Cunning Berkshires,2023-02-07,9,69,461.67
357814529824,Paroicous Long Saphenous Vein,2023-02-20,23,162,586.23
926235803695,Torrential Qatari,2023-02-02,39,16,975.97
878695099472,Rust-Resistant Cutout,2023-02-15,6,26,258.17
501291406260,Gradual Gendarmerie,2023-02-21,34,86,214.57
698689584193,Waterworn Leather Fern,2023-02-08,35,38,409.0
926288379978,Wound Seckel,2023-02-15,16,120,230.56
924419559785,Efficient Uranium 238,2023-02-26,5,62,204.07
700423490726,Feasible Seventeen-Year Locust,2023-02-06,12,28,262.31
518671339298,Mouse-Eared Guava,2023-02-01,20,30,341.96
260963619625,Rusted Default Option,2023-02-27,42,118,397.3
249299789660,Scientific Recusancy,2023-02-14,37,48,326.45
194243424547,Backswept Leak,2023-02-14,31,47,758.42
636789975836,Disturbed Computer Science,2023-02-25,29,102,482.6
462959972570,Wittgensteinian Luminance Unit,2023-02-19,16,80,193.17
913747592659,Awed Sabellian,2023-02-06,42,17,246.33
797672431346,West African Liliid Monocot Genus,2023-02-15,28,67,135.68
367010161140,Sinful Part,2023-02-18,30,126,671.7
832847554437,Oval-Bodied Bitthead,2023-02-12,31,85,251.27
549685617691,Logistic Corruption,2023-02-22,11,108,300.37
377391493710,Metallic Planner,2023-02-24,17,147,509.43
855198141236,Color-Blind Terrace,2023-02-10,20,4,88.58
330713966025,Utility Glen Canyon Dam,2023-02-27,13,3,628.03
