id,customer,sale_date,days_in_inventory,count,price
148083315482,Impassable Locust,2023-03-13,38,163,740.19
413647783361,Redistributed Billiard Player,2023-03-01,30,148,622.82
429915145315,Austere Hoatzin,2023-03-22,1,133,722.43
13806509096,Unavowed Red Giant,2023-03-01,2,151,392.55
877041861676,Overambitious Membranous Labyrinth,2023-03-17,35,159,452.89
849516947395,Pending Mother,2023-03-15,19,59,147.58
271794643276,Attentional Tax Law,2023-03-26,19,2,261.64
242778073837,Under-The-Counter Amblyrhynchus,2023-03-10,22,176,422.84
737757142236,Pusillanimous Frontier Settlement,2023-03-11,36,127,633.45
30320159549,Vitreous Almoravid,2023-03-21,2,72,304.86
635783716525,Choky Asilidae,2023-03-24,7,100,957.88
318168991853,Wire-Haired Phalacrocoracidae,2023-03-02,22,28,109.08
344556986386,Bindable Arthrospore,2023-03-20,42,30,129.41
674985943853,Lax Retreated,2023-03-12,7,64,452.12
679924404281,Unpermissive Centrist,2023-03-27,32,147,721.16
248836926207,Contingent Pike,2023-03-24,27,155,170.83
21414445345,Nonrandom Colic Vein,2023-03-16,20,164,412.44
762321226696,Pukka Peasant'S Revolt,2023-03-28,10,123,528.82
785865978189,Starlike Ugaritic,2023-03-02,38,148,788.15
117158130711,Frontal Canada Jay,2023-03-28,27,153,624.81
620915528478,Artificial Stillborn Infant,2023-03-18,11,33,469.92
708505524005,Maternal Empetraceae,2023-03-21,34,120,223.25
345370345598,Regular Munch,2023-03-01,1,27,91.77
300606448600,Yellow-Banded Thirty,2023-03-22,38,163,602.84
830703950915,Canaliculate Impacted Fracture,2023-03-29,9,85,160.18
169168063971,Orbital Dream,2023-03-29,19,101,292.81
680803890082,Rank Orrisroot,2023-03-15,7,13,582.65
762341894780,Dissolved American Crab Apple,2023-03-04,8,57,688.62
391678145430,Straw-Colored Sadat,2023-03-06,23,55,207.07
571659285414,Dissentient Defense Program,2023-03-22,1,134,578.25
878774612788,Winy Oilfish,2023-03-12,21,174,386.0
173420537618,Jointed Pus-Forming Bacteria,2023-03-22,2,125,660.87
369991226514,Brobdingnagian Socinus,2023-03-07,42,139,328.93
494587930399,Amphoteric Apodiformes,2023-03-06,40,133,123.25
359823823321,Ambrosian Common Duckweed,2023-03-16,27,174,94.45
445095448064,Good Juniperus,2023-03-03,40,91,385.56
4534240269,Nonprofessional Bulimarexia,2023-03-24,37,38,616.51
138151732802,Flaunty Ureterocele,2023-03-06,27,132,511.97
39727738756,Light Likelihood,2023-03-10,7,94,370.96
245370032351,Ugly Traveling Salesman,2023-03-20,13,165,305.33
39887332316,Budgetary Pediculati,2023-03-18,8,144,316.0
418210859548,Uncrossed Eutheria,2023-03-29,22,158,686.87
514294765812,Adventuristic Wahoo,2023-03-15,11,132,435.79
938242611738,Bad Coliphage,2023-03-07,22,102,705.87
115764302975,Beauteous Minor Term,2023-03-14,24,132,376.63
395929307396,Armored Quirk Bead,2023-03-28,11,167,567.91
721893102876,Concentric Mug File,2023-03-18,16,27,403.08
568520465139,Traumatic Schwa,2023-03-19,11,140,130.18
809875720549,Inexpressive Position,2023-03-11,9,67,307.71
906424944180,Close Despair,2023-03-15,36,61,264.23
112796225589,Dystopian Zombi,2023-03-18,4,148,151.78
570900157012,Chaotic Rh-Negative Blood Type,2023-03-23,21,120,253.98
695144167234,Leaky Dorsum,2023-03-03,33,102,135.85
846821629477,Aerodynamic Casualty,2023-03-29,36,63,262.23
557753389210,Thermosetting Kitchen Cabinet,2023-03-25,13,14,249.99
369418708397,Quadruple Opera Cloak,2023-03-08,30,146,414.17
451269950423,Well-Known Angle Of Attack,2023-03-14,42,3,241.1
474175428495,Impolite Norway Spruce,2023-03-21,29,166,314.9
777575773360,Attached Resonance,2023-03-03,41,2,359.78
882797405979,Adoptive Nanchang,2023-03-15,20,121,627.5
932500887123,Angelic Debarkation,2023-03-07,16,61,435.32
236995076090,Cancellate Belonging,2023-03-12,23,128,727.64
139926332289,Couthie Photosphere,2023-03-28,18,151,404.61
577620788233,Tasteful Shadow Cabinet,2023-03-01,4,73,247.93
324499161116,Dirt Sargasso Sea,2023-03-22,20,158,116.72
303960622587,Lineal Greensand,2023-03-13,32,150,390.24
697871787438,One-Humped Guest,2023-03-29,26,157,587.26
36997856075,Supposed Northern Pike,2023-03-12,12,168,385.46
612392442242,Billiard Limit,2023-03-20,22,77,314.91
877812462549,Fusiform Nepotist,2023-03-26,13,71,299.89
456098572578,Depletable Aloha,2023-03-04,39,81,938.35
