id,customer,sale_date,days_in_inventory,count,price
354226792066,Big Drag,2024-09-10,12,36,93.33
365165366440,Port Gayal,2024-09-22,41,59,98.51
811736579136,Activating Foramen Magnum,2024-09-08,15,2,158.41
695093542430,Insuperable Eniwetok,2024-09-15,11,73,224.05
228895702917,Paired Analogy,2024-09-07,16,75,171.0
791067977760,Rational Sherrington,2024-09-15,25,55,226.57
10391223047,Forward Equivalent,2024-09-21,29,61,213.74
175978242629,Bereaved Recovery,2024-09-16,29,34,170.31
616249468689,Latest Disapproval,2024-09-24,2,47,326.99
984724856669,Unkempt Genus Delphinium,2024-09-27,39,2,475.87
310020831450,Predestinarian Paynim,2024-09-16,36,59,167.19
63812355154,Three-Pronged Planck'S Constant,2024-09-21,37,9,209.11
989455495386,Anemographic Cross-Pollination,2024-09-02,24,56,275.89
569891829163,Inviolable Tense System,2024-09-23,14,19,169.73
895294298173,Broken Cytostome,2024-09-05,20,30,352.85
654277627171,Evangelical Genus Actinomyces,2024-09-13,10,76,117.92
787090953314,Argent Atomization,2024-09-12,23,20,301.1
577056962587,Glabellar Manta,2024-09-09,5,46,281.25
934083849080,Straplike Genus Brassavola,2024-09-16,32,18,149.95
58829665512,Die-Hard Seat,2024-09-26,4,56,201.76
158043537671,White Teak,2024-09-14,8,87,406.36
825551437965,Solvent Pietism,2024-09-11,13,45,200.56
515474339764,Battered Bodyguard,2024-09-24,21,87,142.69
870324914669,Apneic Market Gardening,2024-09-28,33,47,195.51
47524615793,Adenoidal Sports Page,2024-09-24,35,43,110.81
363997225034,Low National Flag,2024-09-25,6,81,201.04
336626532643,Straggly Snarer,2024-09-07,11,57,252.16
811927132747,Yonder Fort Ticonderoga,2024-09-28,8,44,151.33
451067832096,Carpophagous Pot,2024-09-19,24,57,96.6
117276308653,Angled Cynara,2024-09-23,24,53,495.68
577126657418,Unimodal Al Itihaad Al Islamiya,2024-09-28,23,86,327.2
542819338754,Catalan Visceral Pleura,2024-09-10,9,66,108.89
350514276862,Hurt Marathon,2024-09-27,17,16,271.51
144626128390,Amorphous Antitype,2024-09-01,36,15,404.74
795801309376,Umbelliform Iowa,2024-09-01,37,21,283.79
695881859121,Moneran Beaumont,2024-09-26,40,1,193.05
543471745813,Static Pardoner,2024-09-02,16,5,113.21
299367216673,Unfriendly Appropriator,2024-09-17,1,46,222.68
110966381437,Profitless Treatment,2024-09-24,33,54,290.37
830286260750,Volumed Canellaceae,2024-09-27,31,42,356.55
720924671297,Allergic Boldness,2024-09-29,8,88,191.94
923289501472,Versatile Bighead,2024-09-14,14,41,89.71
406488173440,Oozing Oncology,2024-09-12,1,45,237.52
987794966131,Incoherent Plethodontidae,2024-09-20,7,32,105.68
498289149528,Oblong Ether,2024-09-14,26,7,215.84
538296886009,Open Hang Glider,2024-09-16,6,86,392.58
459440589048,Determined Proboscidean,2024-09-02,36,33,445.48
336118666610,Vulnerable Abbacy,2024-09-06,34,3,352.43
414799454551,Unbroken Poet Laureate,2024-09-26,2,62,132.79
273272054049,Receptive Flavorlessness,2024-09-04,20,36,147.78
854120946971,Funereal Skin Care,2024-09-23,5,26,127.58
200026530865,Unmarketable Panel Discussion,2024-09-25,7,81,284.98
331124271281,Owned Beater,2024-09-10,12,77,163.68
878556835703,In Sight Murmansk,2024-09-27,5,27,112.87
623285837257,Discontented Master Of Library Science,2024-09-23,9,68,158.57
340995871285,Tectonic Foundation,2024-09-19,25,59,170.39
932721739690,Vibrant Lev,2024-09-07,8,21,192.46
787162255801,Honey-Scented Granville-Barker,2024-09-06,4,85,115.61
68251387172,Chewy Franciscan Order,2024-09-26,38,58,174.24
312920955845,Aroused Rehabilitation Program,2024-09-04,41,2,187.57
218039926411,Married Probe,2024-09-24,1,61,203.21
401152451508,Bright-Red Carcinoid,2024-09-16,28,84,445.11
817293048961,Irreducible Lusterware,2024-09-26,8,47,101.95
87288096761,Rose-Colored American Widgeon,2024-09-14,4,78,215.83
782004563319,Acetabular Ionizing Radiation,2024-09-08,9,28,107.39
931756163062,Leaden Box,2024-09-28,37,30,255.58
53370437019,Forty-Three Address,2024-09-12,25,46,378.29
700296419549,Unregretful Orthoepist,2024-09-09,31,80,244.05
