id,customer,sale_date,days_in_inventory,count,price
660289313017,Lancet-Shaped Ojos Del Salado,2024-04-19,16,47,364.14
787530863935,Tactless Algeripithecus,2024-04-14,5,167,705.6
616269143418,Chatty Inch,2024-04-06,3,159,662.87
218756075134,Counterfeit Loss,2024-04-01,5,76,139.09
351842037836,Indirect Flour Beetle,2024-04-10,3,2,119.49
417104752002,Constructive-Metabolic Wollemi Pine,2024-04-19,40,114,684.09
264325261917,Amateur Low-Bush Blueberry,2024-04-11,8,146,805.01
4894531974,Feverish Annular Eclipse,2024-04-16,2,158,357.56
897393519010,Uninjured Saint Eustatius,2024-04-21,17,59,713.99
172571471971,Blank Cabinet Minister,2024-04-16,26,155,591.95
974090568963,Counterinsurgent Mcintosh,2024-04-29,3,114,152.04
787968222818,Interspecies Gregariousness,2024-04-13,4,122,566.9
90728442892,Fast Amicability,2024-04-24,22,144,285.21
718180105203,Incurious Pahlavi,2024-04-04,12,132,146.31
550102639642,Chisel-Like Silver Oak,2024-04-20,42,22,837.28
64640181849,Clogged Mucocutaneous Leishmaniasis,2024-04-08,3,13,424.22
90809133338,Contractile Dense-Leaved Elodea,2024-04-07,20,68,120.38
308149913061,Understated Burr,2024-04-14,38,131,274.73
569516026716,Manual Linguine,2024-04-11,22,95,312.17
34581009597,Unfulfilled Time Deposit,2024-04-02,25,150,585.22
840610309975,Adust Defect,2024-04-09,27,26,177.77
588305215932,Premature Goose Liver,2024-04-25,35,90,450.89
486422392641,Doddering Strength,2024-04-29,26,153,438.11
755801640891,Liquefiable Stroke,2024-04-04,23,7,433.74
894706403721,Antepenultimate Ride,2024-04-27,6,92,137.41
368738745232,Sonic Fraternal Twin,2024-04-16,2,68,660.37
491172170625,Inconvertible Postal Rate Commission,2024-04-15,13,44,304.33
535515687975,Oblate Creeping Fern,2024-04-24,36,76,97.21
318886815852,Abbreviated Chrysophyceae,2024-04-18,39,143,579.36
711618837258,Considered Mum,2024-04-18,23,115,369.82
164139130084,Concealing Rootstock,2024-04-26,14,134,91.6
199975500889,Unalterable Processing,2024-04-19,31,73,267.71
971645781515,Chaetal Maldives,2024-04-22,41,163,136.16
75619118109,Abstemious Air Alert,2024-04-12,12,12,190.27
138247517187,Magnetic Psychology,2024-04-20,9,79,235.45
730119844493,Ultimo Tri-Chad,2024-04-10,30,27,396.47
601580238318,Subduable Projective Test,2024-04-14,34,79,513.44
905344912107,Gymnosophical Indian Madder,2024-04-07,15,128,751.42
264718605345,Alright Rectum,2024-04-19,37,27,720.33
426988108044,Hatched Ivory Coast Franc,2024-04-13,12,67,787.42
891550044531,Stereoscopic Believing,2024-04-16,39,2,232.53
684027908815,Italian-Speaking Formulation,2024-04-09,1,132,408.5
272805816712,Cheap Steelmaker,2024-04-03,11,133,563.81
645784199593,Windy Delibes,2024-04-23,22,119,232.81
706577904847,Aerolitic Mountain Ash,2024-04-27,14,125,307.78
575568375633,Brumal Aramaic,2024-04-01,12,148,273.05
426368112719,Semidark Sarcochilus,2024-04-23,20,90,284.81
569514579828,Inglorious Fancy Dress,2024-04-01,18,20,641.95
828125560733,Mechanical Balaenicipitidae,2024-04-03,34,83,339.24
225474074193,Undecided Segment,2024-04-16,35,103,201.12
631953896884,Labial Dock,2024-04-26,35,157,110.83
863204758364,Relativistic Cooke,2024-04-24,2,151,109.22
981198932259,Inconclusive Brocade,2024-04-01,32,42,373.99
559701511151,Quiet Diploic Vein,2024-04-12,27,35,495.28
830100785256,Ivied Sale,2024-04-17,39,152,134.74
469589933449,White-Tie Rickettsiaceae,2024-04-06,28,30,126.42
520299632700,Bisontine Right To Due Process,2024-04-25,23,166,516.59
988302263256,Spiritual Lacertidae,2024-04-07,30,52,430.59
208940853029,Vicinal Concern,2024-04-12,31,117,127.55
57837160019,Bastardized Fulbright,2024-04-23,26,162,321.24
157303831862,Awheel Red Goatfish,2024-04-28,21,150,308.64
430780412102,Legal Polyester,2024-04-17,20,9,315.95
673662799892,Achromatic Bell Heather,2024-04-22,14,161,495.72
302903617955,Offensive Common Valerian,2024-04-03,37,17,690.95
619968718581,Progressive Lacrosse,2024-04-15,23,102,174.4
797208229456,Blackish-Red Tailback,2024-04-19,39,142,428.93
661550067720,Brain Dead Spruce Gall Aphid,2024-04-15,11,135,374.91
416875142474,Sapless Equivalent,2024-04-19,36,73,424.04
33558047527,Convertible Power Station,2024-04-15,37,4,475.62
328881505441,Walk-In Order Of The Purple Heart,2024-04-19,7,79,563.14
577533060777,Tonsorial Bummer,2024-04-10,17,123,181.76
893588047351,Black Morphology,2024-04-10,28,104,896.02
160703485510,Adequate Button Quail,2024-04-29,16,61,435.23
931672640000,Long-Winded Kernel,2024-04-18,5,59,717.55
319655997177,Strange Active Matrix Screen,2024-04-11,11,3,621.68
792015617643,Settled Maltese Monetary Unit,2024-04-26,42,160,117.16
365006918353,Coated Cleft Foot,2024-04-12,19,149,187.48
985703841170,Unequivocal Proudhon,2024-04-17,22,80,534.54
650971973051,Vocational Holder,2024-04-23,16,121,203.31
547837737482,Antidromic Maltese,2024-04-26,17,165,480.47
293207172528,Adolescent Anselm,2024-04-27,30,153,231.67
329678118089,Descending Wolof,2024-04-08,17,26,193.92
998102567632,Reasonable Aries,2024-04-18,38,79,464.36
91236010066,Smart Rubiaceae,2024-04-08,5,27,739.22
799475229870,Jumped-Up Moderator,2024-04-28,5,81,371.73
753895376861,Featured Mississippi,2024-04-06,26,168,468.41
873081694771,Saudi-Arabian Woofer,2024-04-29,3,148,531.2
752219774844,Erect Burmese,2024-04-09,33,48,121.65
46939282293,Repetitive Off-Day,2024-04-08,17,129,254.78
503253258604,Albinal Relief,2024-04-16,30,78,503.59
641263263974,Toroidal Commission,2024-04-18,35,36,537.89
752674508088,Cooked Flamenco,2024-04-03,8,120,119.55
908673962818,Swiss Louis X,2024-04-28,36,98,768.03
644435405922,Original Aromatic Hydrocarbon,2024-04-13,11,126,682.54
100999146075,Specific Balm,2024-04-10,10,117,136.41
88843362665,Appropriable Queen'S Cup,2024-04-18,11,72,395.39
150939161439,Inner Elastic Tissue,2024-04-03,14,27,187.04
197732065115,Mercantile Decoupage,2024-04-16,42,111,652.94
828746529147,Unskilled Skinheads,2024-04-07,18,87,164.0
373980027501,Upstairs Cannabis,2024-04-28,18,62,744.9
105896060968,Graphic Stock,2024-04-29,41,114,617.77
154566187799,Canaliculate Stock,2024-04-06,37,72,134.31
754391473935,Noisy Elastic Device,2024-04-12,19,105,673.03
388728181894,Nonstick Babyminder,2024-04-18,18,97,716.12
227969516898,Tolerable Tombac,2024-04-22,30,113,637.78
559992031982,Insubordinate Virino,2024-04-12,20,143,495.7
35557653518,Extensile Heyerdahl,2024-04-12,35,88,97.38
319222281084,Bacteriostatic Ostomy,2024-04-01,20,108,539.86
119572922566,Pediatric Major-Domo,2024-04-27,34,53,371.42
428273108315,Smoking Holy Place,2024-04-21,23,114,543.3
363651610817,Broadband Sparring,2024-04-21,26,26,430.1
537858551655,Libyan Magus,2024-04-13,40,97,319.29
33818743,Twenty-Third Hmg-Coa Reductase,2024-04-01,20,76,488.31
591702277919,Arthromeric Tagalong,2024-04-17,20,61,930.91
995829551036,Desultory Lac,2024-04-17,22,102,183.96
547402369115,Cystic Wind Poppy,2024-04-01,6,18,198.37
410066850133,Wide-Screen Bonduc Nut,2024-04-28,17,168,744.36
674641998811,Thundering Dilleniaceae,2024-04-09,12,30,240.32
824865509626,Lifeless Randomization,2024-04-15,8,25,452.47
223537002808,Condylar Cochon De Lait,2024-04-02,41,104,324.86
172554299699,Duckbill Deputy,2024-04-13,24,133,443.9
798709321280,Sternal Disrupting Explosive,2024-04-02,30,95,118.86
27620654973,Tumid Originalism,2024-04-04,9,151,420.27
264036694725,Matutinal Pudding Face,2024-04-19,40,96,198.57
834456149201,Intercollegiate Fahrenheit Scale,2024-04-11,38,36,417.15
510553033571,Stretched Parody,2024-04-01,6,80,456.59
822527041723,Federal Solfa Syllable,2024-04-24,17,19,203.52
263225478416,Aphoristic Scriptorium,2024-04-10,9,127,413.34
468842013399,Narrow Setaria,2024-04-05,25,31,245.21
967469769915,Zygotic Besieger,2024-04-25,4,111,335.31
341587170430,Throbbing Balenciaga,2024-04-16,31,134,260.38
298166229263,Conscientious Whistle Blower,2024-04-10,5,127,132.71
700064910834,Minor Direct Trust,2024-04-22,15,78,197.02
82546097359,Fifty-Seven Masthead,2024-04-09,13,126,865.0
67759421588,Converse Double Stopping,2024-04-08,38,141,641.84
888272524422,Lance-Shaped Magic Lantern,2024-04-21,6,42,152.0
231882012508,Combinatorial Kinsey,2024-04-21,18,81,408.45
236826003188,Anthropoid Dynamometer,2024-04-06,15,105,358.27
257631051996,Chalky Accounting Principle,2024-04-06,35,164,524.7
887615267533,Undistorted Jam Session,2024-04-16,9,64,91.53
890578676674,Unreserved Edible-Pod Pea,2024-04-26,29,70,278.7
