id,customer,sale_date,days_in_inventory,count,price
554114197091,Backswept Sweet Tooth,2024-01-20,32,143,104.22
226497527078,Malapropos Donetsk,2024-01-05,39,76,191.97
185693655474,Inner Acacia,2024-01-11,27,40,351.31
109409904465,Dynastic Demonstration,2024-01-04,16,20,491.0
326522393266,Eminent Kuala Lumpur,2024-01-23,16,61,138.09
228982299274,Lyrical Malcolm X,2024-01-25,33,153,760.98
95875046828,Palsied Fixed Star,2024-01-17,32,26,694.91
240369094365,Dwarfish Dien Bien Phu,2024-01-06,40,58,467.82
714329728385,Babylonian Suffragan,2024-01-25,42,112,120.7
804990743477,Vedic Summer Squash,2024-01-22,3,128,245.88
780275733666,At Hand Cakewalk,2024-01-08,33,88,677.2
69686687079,Unappealing Coeur D'Alene,2024-01-25,5,67,126.96
484029054900,Septicemic Camelus,2024-01-30,13,135,571.06
85740694713,Inside Secretary Of Defense,2024-01-27,12,57,175.04
741334844140,Tuberculoid Pump Well,2024-01-05,12,55,319.68
695628694270,Unkindly Piano Music,2024-01-15,4,125,357.74
72869629926,Coagulate Allice Shad,2024-01-08,33,125,185.26
250743370550,Epochal Mortification,2024-01-29,10,124,231.32
888756678113,Offenseless Brace,2024-01-03,12,34,561.67
834063834659,Brown Stenotaphrum,2024-01-27,4,113,344.43
284963607031,Faineant Lentil,2024-01-16,20,32,367.42
689111451509,Rigorous Gender Agreement,2024-01-08,19,93,249.25
769164808585,Dyslogistic Fish Slice,2024-01-26,34,65,627.65
959317640734,Flesh-Eating Delusions Of Persecution,2024-01-19,19,39,172.66
950306576390,Warm-Toned Top Round,2024-01-10,16,42,332.23
236184871846,Uncompetitive Coloration,2024-01-03,21,66,284.38
698528999708,Unattributable Knockout,2024-01-21,8,30,655.09
184251862225,Aged Growing Pains,2024-01-29,39,43,561.48
332102634087,Deterministic House Arrest,2024-01-09,32,82,725.06
533038837632,Magenta Pink Hydromys,2024-01-23,33,1,732.38
454411128611,Bright Strip Miner,2024-01-17,36,53,122.16
629403979938,Fair Voicer,2024-01-08,7,135,101.97
158758926010,Mint-Scented Thyrotropin-Releasing Hormone,2024-01-30,27,54,757.54
741695157928,Conducive Political System,2024-01-10,17,71,583.55
34991696963,Ten Thousand Raspberry,2024-01-27,38,26,249.45
148345710025,Easy Pku Test,2024-01-30,23,48,413.74
651310279170,Romantic Red Alder,2024-01-07,31,74,117.88
798444557756,Empyreal Hardwood,2024-01-16,8,122,420.62
374756213968,Homely Histology,2024-01-20,3,36,281.29
608908332014,Marital Food And Agriculture Organization,2024-01-18,19,47,368.49
45903635694,Pompous Pyrrhic,2024-01-19,10,59,164.23
379261345635,Unprofessional Aconcagua,2024-01-19,22,117,315.88
130828503888,Quadratic National Flag,2024-01-19,40,38,431.65
612781472389,Sealed Engine Block,2024-01-23,38,12,305.66
628858987129,Aeriform Vagina,2024-01-13,2,114,462.27
