id,customer,sale_date,days_in_inventory,count,price
27706443804,Murdered Grey,2022-02-15,19,53,256.54
498984583970,Thenal Screener,2022-02-04,21,49,331.72
986082996441,Humdrum Lion,2022-02-01,4,69,560.79
986608352167,After-Hours Forty-Niner,2022-02-26,2,74,287.99
967235032956,Bromic Carbamate,2022-02-21,38,127,951.74
100737197327,Circumpolar Noruz,2022-02-26,3,98,242.02
353261513560,Salty Fiedler,2022-02-26,9,34,535.56
715935574858,Idolatrous Madame,2022-02-05,24,111,177.0
785580380964,Zoonotic Bragg,2022-02-27,23,53,128.12
179514641425,Generalized Ionosphere,2022-02-15,38,154,319.22
806244380276,Draining Sword Cane,2022-02-14,2,56,457.86
99314966178,Unaerated Glycogen,2022-02-18,41,73,290.02
773584547938,Dependent Tritanopia,2022-02-08,22,49,372.35
697714953463,Binocular Housecraft,2022-02-25,25,108,168.69
91753243228,Thalassic Decree Nisi,2022-02-27,7,47,296.28
779638958765,Tired Liabilities,2022-02-21,28,105,470.37
800513659775,Twenty Phototropism,2022-02-27,23,38,827.78
672212588852,Beady-Eyed Cup,2022-02-19,23,8,715.89
175877953758,Serial Ibadan,2022-02-22,27,75,269.41
602921933768,Live Talipes Calcaneus,2022-02-20,23,68,637.53
48879434922,Rocket-Propelled Sanderling,2022-02-25,4,61,840.44
187983346717,Facultative Potato Vine,2022-02-10,16,159,611.55
368990416018,Unstuck Page,2022-02-04,16,116,569.1
960206574821,Byzantine Palaemon,2022-02-13,16,64,357.35
947725566358,Holographic Repellent,2022-02-02,42,95,337.81
176738389659,Undivided Divergence,2022-02-19,20,150,182.58
162645437177,Inertial Nephrops,2022-02-04,38,166,491.58
842581916922,Luxemburger Kwashiorkor,2022-02-01,6,118,105.68
58892895530,Productive Argent,2022-02-17,5,22,128.04
336809638734,Anthophagous Table,2022-02-06,20,3,291.69
800193388049,Damascene Peregrination,2022-02-10,8,121,189.61
315449377133,Three-Wheel Ethelred,2022-02-09,22,35,465.56
200259190120,Prehistoric Stroheim,2022-02-17,11,83,181.52
988347468557,Time-Honored Internationalist,2022-02-06,2,102,202.25
871341447,Detached Talk,2022-02-15,35,55,926.52
840192598967,Fanatic Point Lace,2022-02-22,21,99,405.34
13972105256,Hairy Helium Group,2022-02-21,3,109,163.11
547430801807,Expedient Modification,2022-02-06,30,153,527.12
549134909093,Small Blue Jay,2022-02-03,28,66,365.69
887097682661,Iritic Otosclerosis,2022-02-23,37,19,469.85
665744729286,Original Anesthesia,2022-02-19,33,25,202.45
544957159474,Camphorated Macumba,2022-02-26,27,143,646.55
237244981036,Absent Old Icelandic,2022-02-27,18,16,189.49
724083750158,Stovepiped Canis,2022-02-11,2,14,647.83
500259473771,User-Friendly Grias,2022-02-14,31,86,146.04
487092991159,Approximate Horoscope,2022-02-17,38,61,510.59
657471137822,Musical Dinghy,2022-02-14,2,121,705.43
6872486235,Holistic Guarantee,2022-02-02,21,91,236.82
967418776649,Abnormal Fusion,2022-02-19,25,156,281.44
307293592324,Isometric Oxidant,2022-02-11,37,154,512.41
689856742225,Free-And-Easy Impossibility,2022-02-20,25,12,227.99
900042918056,Admirable Wharf Rat,2022-02-12,21,2,331.85
231177799208,One Hundred Fifty-Five Sconce,2022-02-11,37,65,163.24
202073667572,Moved Spirit World,2022-02-01,7,130,454.49
60766397558,Suburban Space Probe,2022-02-10,32,159,418.04
385057992166,Sapphirine Servicing,2022-02-09,7,98,413.67
159071605672,Equiangular Angora,2022-02-13,14,78,821.17
38027007248,Exhortative Urocele,2022-02-16,22,102,463.28
634225020850,Glamorous Phantom Orchid,2022-02-06,32,95,248.69
665024308190,Bottomed Mensa,2022-02-24,33,34,442.24
362059149549,Gloved Spy,2022-02-21,22,144,547.43
98442402688,Unfortunate Androglossia,2022-02-12,11,11,413.97
116174805106,Out Alga,2022-02-12,40,149,523.0
176859330170,Incumbent Big Ben,2022-02-05,20,46,249.2
312124352017,Heedless Police Van,2022-02-20,24,67,463.17
728474183546,Cytogenetic Peruvian,2022-02-25,28,44,255.59
771769274350,Ministerial Peripeteia,2022-02-20,13,129,499.09
629620697539,Minty Leccinum Fibrillosum,2022-02-12,32,127,317.03
617561883624,Ineligible Direct Transmission,2022-02-23,41,87,496.59
822294514604,Ataractic Drift,2022-02-17,5,120,111.3
397623732512,Worldwide Hall,2022-02-04,35,34,236.96
42655481047,Napoleonic Renter,2022-02-09,14,23,305.37
842213664352,Plummy Kichaga,2022-02-27,19,82,462.02
353472878298,Aquiferous K2,2022-02-15,17,136,329.12
985130604385,Moated Eumycota,2022-02-10,4,111,651.97
899275796982,Mononuclear Lincoln,2022-02-26,20,37,445.62
833514381587,Actinic Field,2022-02-16,37,67,150.43
925253410535,Steaming Lactase,2022-02-11,26,30,159.44
71083832055,Unapologetic Contras,2022-02-01,15,81,576.68
516653882455,Axiomatic Class List,2022-02-18,40,12,446.49
133721955946,Unchanging Lexicostatistics,2022-02-08,6,33,375.38
947876272887,Uncurved Lippmann,2022-02-05,38,128,953.23
361955971530,Lost Cold Sweat,2022-02-13,7,72,241.38
453235340345,Unmedicinal Zygophyllum,2022-02-16,38,93,242.6
229886705021,Stylistic Snaffle,2022-02-25,22,111,164.79
230621931621,Professional Ammonification,2022-02-06,18,73,241.19
