id,customer,sale_date,days_in_inventory,count,price
246541646946,Feathery Repair,2023-11-27,30,65,364.57
5437324804,Meticulous Loophole,2023-11-13,24,20,289.03
877273392598,Inconsiderate Gauge,2023-11-17,2,9,139.43
683347804387,Reserved Brittle Maidenhair,2023-11-02,7,36,144.47
819768206764,Epidemic Compaction,2023-11-23,30,56,511.18
284551603442,Barren Soma,2023-11-25,21,22,149.7
465864943650,Solid Tala,2023-11-06,1,77,332.05
787444025334,Mesolithic Tumbleweed,2023-11-02,22,21,220.33
932790137950,Obedient Spackle,2023-11-29,27,22,93.11
145037525343,Fantastic Cultural Movement,2023-11-01,26,24,341.7
439389647197,Undivided Bacteroides,2023-11-10,23,21,204.36
673643402235,Inefficient Sarcomere,2023-11-25,21,68,270.8
568658556278,Telescoped Hippo,2023-11-09,34,29,410.87
364205925880,Acerate Calamint,2023-11-05,39,26,553.82
841556337216,Macrocosmic Confederate Army,2023-11-19,40,67,386.5
451464831107,Brachiopod Hydroxychloroquine,2023-11-24,41,93,521.57
195819333835,Hungarian Plague Spot,2023-11-22,3,101,163.85
524271858468,Transcontinental Slovenian,2023-11-09,42,11,355.25
78901684338,Effluent Xyris,2023-11-10,26,26,306.43
113650840102,Subconscious Cenobite,2023-11-11,21,65,114.0
409085155636,Noncombustible Oroide,2023-11-23,35,42,382.06
724508143226,Bindable Unemployment Line,2023-11-28,26,23,351.15
692106517730,Quiet Bad Block,2023-11-13,38,93,151.16
328794337199,Vacuolate Galloway,2023-11-10,32,21,428.62
284875419735,Bitter Pinochle,2023-11-17,9,28,125.52
500975380069,Harmonious Callosity,2023-11-25,11,44,450.69
781809411394,Slicked Up Carabidae,2023-11-19,13,77,305.53
917517554940,Offensive Sick Headache,2023-11-13,11,4,202.35
5699909620,Up In The Air Hydroiodic Acid,2023-11-03,19,50,99.18
24161937310,Mind-Altering Cricket Frog,2023-11-02,12,19,118.89
886285701544,Cool Shankar,2023-11-16,3,63,432.38
484835821433,Improper Measuring Instrument,2023-11-14,17,88,171.5
748440312232,Blood-Filled Telephone Cord,2023-11-07,16,4,104.26
778817365900,Deliverable Mummification,2023-11-23,2,99,385.17
532763052103,Muslim Exotoxin,2023-11-21,4,75,105.3
461348253222,Inappropriate Copy,2023-11-08,26,91,223.65
585457413889,Repetitive Strophe,2023-11-17,16,38,372.57
568909872436,Optative Guillemot,2023-11-09,5,105,326.76
125834554683,Christian Split,2023-11-05,37,109,358.72
597970550482,Precatory Change,2023-11-07,7,6,338.37
273445592532,Crazy Bicolor Lespediza,2023-11-22,3,93,167.66
193784485828,Corporate Mennonite Church,2023-11-08,28,88,265.6
478700563808,Japanese War Cloud,2023-11-17,37,13,92.99
541365535072,Ethnographic Cursed Crowfoot,2023-11-06,31,36,318.32
848409792913,Self-Explanatory Fibrillation,2023-11-06,7,39,280.21
215757236894,Nonmodern Circularization,2023-11-11,16,10,187.89
667223903003,Lined Arteriosclerosis Obliterans,2023-11-15,25,22,217.84
593934594461,Form-Only Insomniac,2023-11-28,16,40,198.87
700837661389,Unfeathered Storage,2023-11-06,22,44,116.62
961717623046,Cambodian Parisian,2023-11-11,38,21,127.98
140794839132,Sympathetic Killing,2023-11-25,6,24,116.44
283125056757,Inappropriate Dwarf Hulsea,2023-11-03,6,76,93.32
138995153929,Specific Check,2023-11-03,20,20,374.96
907470587212,Porous Belgian Franc,2023-11-12,10,33,229.27
884563530290,Undue Line,2023-11-06,4,104,133.91
595956678321,Calendric Intonation,2023-11-21,10,48,94.21
131154446986,Collective Quality,2023-11-08,36,50,259.0
